budget,genres,movie_id,original_language,popularity,production_companies,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
0,Comedy,31203,fr,20.36,"Fidélité Productions, IMAV Editions, M6, M6 Films, Mandarin Films, Orange Cinéma Séries, Région Wallone, SCOPE Invest, Scope Pictures, Wild Bunch",2009-09-30,0,91,Released,,Little Nicholas,5.9,306
85000000,"Comedy, Fantasy, Romance",9678,en,18.34,"Avery Pix, Happy Madison Productions, New Line Cinema",2000-11-10,0,90,Released,He's Never Been To Earth. He's Never Even Slept Over Some Other Dude's House.,Little Nicky,5.2,438
25000000,"Comedy, Horror, Music",10776,en,12.11,The Geffen Company,1986-12-19,38748395,94,Released,Don't feed the plants.,Little Shop of Horrors,6.6,384
0,"Comedy, Drama",8545,en,4.65,Miramax Films,1998-11-05,0,97,Released,Finding your own voice can be magic.,Little Voice,6.6,61
25000000,"Comedy, Drama",48034,fr,15.28,"EuropaCorp, Les Productions du Trésor, M6 Films",2010-10-20,48531470,154,Released,The one thing friends can't escape is a few home truths.,Little White Lies,7.1,380
18000000,"Drama, Romance",9587,en,16.42,Columbia Pictures,1994-12-21,0,115,Released,"The story that has lived in our hearts for generations, now comes to the screen for the holidays.",Little Women,7.0,215
110000000,"Action, Thriller",1571,en,48.93,"Cheyenne Enterprises, Dune Entertainment, Ingenious Film Partners, Twentieth Century Fox Film Corporation, Wintergreen Productions",2007-06-20,383531464,128,Released,The old school cop is back!,Live Free or Die Hard,6.4,2089
7000000,"Action, Adventure, Thriller",253,en,30.47,"Danjaq, Eon Productions, United Artists",1973-07-05,161777836,121,Released,Roger Moore is James Bond.,Live and Let Die,6.4,533
0,"Drama, Foreign",78705,en,0.04,"Aquafilms, Filmanova, Libido Cine",2004-09-21,0,83,Released,,Live-In Maid,7.8,3
12000000,"Comedy, Drama, Romance",46889,en,0.7,"Jersey Films, New Line Cinema",1998-10-30,12902790,100,Released,,Living Out Loud,5.3,11
1350000,"Comedy, Crime",100,en,16.03,"Handmade Films Ltd., PolyGram Filmed Entertainment, SKA Films, Summit Entertainment, The Steve Tisch Company",1998-03-05,3897569,105,Released,A Disgrace to Criminals Everywhere.,"Lock, Stock and Two Smoking Barrels",7.5,1648
0,"Drama, Horror, Thriller",250184,en,1.91,Unknown,2014-03-29,0,90,Released,,Locker 13,6.8,3
20000000,"Action, Science Fiction, Thriller",81796,en,35.23,"Canal+, Ciné+, EuropaCorp",2012-04-12,32204030,95,Released,Take no prisoners.,Lockout,5.8,715
9000000,"Action, Adventure, Romance, Science Fiction",10803,en,12.27,Metro-Goldwyn-Mayer (MGM),1976-06-23,25000000,119,Released,The only thing you can't have in Logan's world is your 30th birthday. Unless you run away.,Logan's Run,6.6,269
2000000,"Drama, Romance",802,en,23.96,"Allied Artists, Seven Arts Productions, Transworld Pictures",1962-06-13,9250000,153,Released,How did they ever make a movie of ...,Lolita,7.3,395
0,"Action, Drama, Romance",7515,en,5.35,"Destination Films, LHR Productions Inc., National Film and Television School (NFTS), Silver Nitrate Films",2005-02-10,0,92,Released,One young man's incredible journey of self-discovery,London,6.1,96
60000000,"Action, Crime, Thriller",267860,en,61.85,"Gerard Butler Alan Siegel Entertainment, LHF Film, Millennium Films, Nu Boyana Film Studios",2016-03-02,205754447,99,Released,The world's leaders have assembled. So have their enemies.,London Has Fallen,5.8,1621
0,"Crime, Drama, Thriller",14823,en,3.06,"LTB Films Limited, Steel Mill Pictures, Wellington Films",2006-12-01,0,85,Released,Innocence has nowhere to hide,London to Brighton,6.5,34
5000000,"Drama, Mystery, Romance",26748,en,5.96,"Castle Rock Entertainment, Columbia Pictures Corporation, Rio Dulce",1996-06-21,13269963,135,Released,John Sayles invites you to return to the scene of the crime.,Lone Star,6.9,77
40000000,"Action, Drama, Thriller, War",193756,en,37.08,"Closest to the Hole Productions, Emmett/Furla Films, Envision Entertainment Corporation, Film 44, Foresight Unlimited, Herrick Entertainment, Hollywood Studios International, Leverage Management, Spikings Entertainment, Universal Pictures, Weed Road Pictures",2013-12-24,149295601,121,Released,Based on True Acts of Courage,Lone Survivor,7.4,1526
5000000,"Action, Crime, Drama, Romance, Thriller, Western",14854,en,8.45,"1818, Lone Wolf McQuade Associates, Topkick Productions",1983-04-14,12232628,107,Released,The 'Mad Dog' Criminal...The 'Lone Wolf' Lawman...The Ultimate Showdown.,Lone Wolf McQuade,5.5,67
0,"Comedy, Drama, Romance",7301,en,3.43,Plum Pictures,2005-11-16,0,91,Released,,Lonesome Jim,6.4,26
80000000,"Animation, Comedy, Family",10715,en,16.72,"Baltimore Spring Creek Productions, Goldmann Pictures, Lonely Film Productions GmbH & Co. KG., Warner Bros., Warner Bros. Animation, Warner Bros. Feature Animation",2003-11-14,68514844,90,Released,Real life has never been so animated.,Looney Tunes: Back in Action,5.6,297
30000000,"Action, Science Fiction, Thriller",59967,en,46.38,"DMG Entertainment, Endgame Entertainment, FilmDistrict, Ram Bergman Productions",2012-09-26,47042000,118,Released,"Hunted By Your Future, Haunted By Your Past",Looper,6.6,4697
7000000,"Comedy, Drama, Romance",40794,it,7.72,Fandango,2010-02-12,8220215,110,Released,,Loose Cannons,7.0,118
42000000,"Crime, Drama, Thriller",1830,en,34.83,"Ascendant Pictures, Copag V, Endgame Entertainment, Entertainment Manufacturing Company, Rising Star, Saturn Films",2005-09-16,24127895,122,Released,"Where there's a will, there's a weapon",Lord of War,7.0,1335
25000000,Drama,9787,en,8.13,"Columbia Pictures, TriStar Pictures",2005-06-03,13411957,107,Released,"They never thought they'd be famous, but they always thought they'd be friends.",Lords of Dogtown,7.0,210
3440000,"Crime, Mystery, Thriller",241766,en,1.91,Unknown,2014-01-06,0,90,Released,"In this city, crime is a family business.",Lords of London,3.6,6
0,"Comedy, Drama, Family, Romance",10642,en,5.21,Columbia Pictures,2000-07-21,0,98,Released,Dare to be different.,Loser,5.0,120
7000000,Comedy,33676,en,2.55,"Tiberius Film Productions, Tijuana Productions",1983-04-08,1246141,100,Released,The last word about the first time.,Losin' It,4.5,31
0,"Horror, Thriller",10383,en,3.31,New Line Cinema,2000-10-13,0,97,Released,,Lost Souls,4.5,38
80000000,"Adventure, Family, Science Fiction",2157,en,17.46,"Irwin Allen Productions, New Line Cinema, Prelude Pictures, Saltire Entertainment",1998-04-03,136159423,130,Released,"Danger, Will Robinson!",Lost in Space,5.0,388
4000000,Drama,153,en,45.67,American Zoetrope,2003-08-31,119723856,102,Released,Everyone wants to be found.,Lost in Translation,7.3,1895
0,Comedy,41382,en,9.05,"Cube Vision, Sweepstake Productions",2010-08-20,0,99,Released,Winning is Just the Beginning Surviving is Another Story,Lottery Ticket,5.6,54
20000000,"Action, Comedy, Drama, Romance",14736,en,2.03,40 Acres & A Mule Filmworks,2000-04-21,27728118,124,Released,All's fair in love and basketball.,Love & Basketball,7.4,88
30000000,"Comedy, Drama, Romance",43347,en,20.24,"Bedford Falls Productions, Dune Entertainment, Fox 2000 Pictures, New Regency Pictures, Regency Enterprises, Stuber Productions",2010-11-22,102820008,112,Released,Addicted to one-night stands or dependent on one another?,Love & Other Drugs,6.6,1233
40000000,"Comedy, Drama, Romance",508,en,37.07,"DNA Films, StudioCanal, Universal Pictures, Working Title Films",2003-09-07,244931766,135,Released,The ultimate romantic comedy.,Love Actually,7.0,1869
18000000,"Drama, Romance",25643,en,13.47,"Camp / Thompson Pictures, Relativity Media, Scion Films, Stuber Productions, Traveling Film Productions, Universal Pictures",2009-09-18,36133014,109,Released,Sometimes when you least expect it...,Love Happens,5.6,180
10000000,"Comedy, Drama, Romance",27322,en,1.0,"Addis Wechsler Pictures, New Line Cinema",1997-03-14,0,104,Released,Get Together. Fall Apart. Start Over.,Love Jones,8.1,12
550000,"Drama, Thriller",75986,en,0.0,"Millennium Films, New World Pictures",1983-04-01,0,98,Released,Sometimes It's Right To Do the Wrong Thing.,Love Letters,4.6,4
1000000,"Action, Drama, Music, Romance, Western",39833,en,1.44,Twentieth Century Fox Film Corporation,1956-11-15,9000000,89,Released,HEAR ELVIS SING . . .,Love Me Tender,5.5,21
0,Drama,39845,en,5.0,"Capitol Films, Rising Star",2010-06-30,0,117,Released,When It Comes To Love... Everyone Pays A Price.,Love Ranch,6.0,21
0,"Comedy, Romance",15122,en,3.35,Unknown,1999-09-10,0,94,Released,,Love Stinks,5.4,11
0,"Drama, Foreign, Romance",47452,en,0.93,"Arts Council of England, British Broadcasting Corporation (BBC), British Screen Productions",1997-01-01,0,93,Released,,Love and Death on Long Island,6.9,11
0,"Comedy, Romance",76996,it,0.62,Unknown,1996-08-01,0,78,Released,,Love and Other Catastrophes,5.8,9
45000000,"Drama, Romance",6639,en,5.36,"Grosvenor Park Media Ltd., New Line Cinema",2007-10-04,4607608,139,Released,How long would you wait for love?,Love in the Time of Cholera,6.4,81
0,"Comedy, Horror",189711,en,0.13,"Red Cube Picture, TBC Films",2014-03-08,0,0,Released,,Love in the Time of Monsters,5.0,2
17000000,"Comedy, Family",333348,en,9.19,"CBS Films, Groundswell Productions, Imagine Entertainment",2015-11-12,24000000,107,Released,"Christmas means comfort, joy and chaos.",Love the Coopers,5.4,167
0,"Action, Drama, Family, TV Movie",22488,en,1.13,Unknown,2006-10-06,0,87,Released,,Love's Abiding Joy,5.8,12
250000,"Comedy, Drama, Romance",50035,en,1.46,Unknown,2001-08-31,4186931,91,Released,,Lovely & Amazing,6.3,23
0,"Drama, Romance",51384,en,1.29,Unknown,2008-01-01,0,92,Released,"Something mysterious, new, unexpected and lovely is happening to Robert Malone.","Lovely, Still",6.2,13
900000,"Drama, Romance",19344,en,7.15,"Big Easy Pictures, Divine Light Pictures",2006-03-08,0,76,Released,,Loving Annabelle,6.4,55
0,"Action, Comedy",35944,en,0.67,Unknown,2001-08-24,0,107,Released,,Lucky Break,6.5,11
27000000,"Crime, Drama, Mystery, Thriller",186,en,36.92,"Ascendant Pictures, Capitol Films, FilmEngine, The Complex Studio, The Weinstein Company, VIP Medienfonds 4",2006-02-24,56308881,110,Released,Wrong Time. Wrong Place. Wrong Number.,Lucky Number Slevin,7.4,1323
65000000,"Action, Adventure, Comedy, Crime, Romance, Thriller",10783,en,2.95,"Paramount Pictures, StudioCanal",2000-10-27,0,105,Released,When they put their heads together... it's a no brainer.,Lucky Numbers,4.9,52
0,"Drama, Romance",1950,en,6.16,"Deuce Three Productions, DiNovi Pictures, Lonely Film Productions GmbH & Co. KG., Village Roadshow Pictures, Warner Bros.",2007-05-01,5761917,124,Released,Change your game. Change your life.,Lucky You,5.4,81
40000000,"Action, Science Fiction",240832,en,115.24,"Canal+, Ciné+, EuropaCorp, TF1 Films Production, Universal Pictures",2014-07-14,126546825,89,Released,The average person uses 10% of their brain capacity. Imagine what she could do with 100%.,Lucy,6.3,5878
10000000,"Action, Adventure, Comedy",37931,en,14.04,Relativity Media,2010-05-21,6110000,90,Released,He's the ultimate tool.,MacGruber,5.1,179
20000000,"Action, Comedy, Thriller",23631,en,26.4,"Dune Entertainment, Dune Entertainment III, Overnight Films, Troublemaker Studios",2010-09-01,31327899,105,Released,He was given an offer he couldn't refuse...,Machete,6.3,1150
12000000,"Action, Crime, Thriller",106747,en,29.07,"1821 Pictures, AR Films, Aldamisa Entertainment, Demarest Films, Open Road Films, Overnight Films, Quick Draw Productions",2013-09-12,15008161,107,Released,Trained to kill. Left for dead. Back for more.,Machete Kills,5.3,631
0,"Action, Crime, Drama, Foreign, Thriller",45138,it,0.7,"Euro International Film (EIA), Euroatlantica",1969-04-01,0,116,Released,Even the Mafia Calls Him Mister!,Machine Gun McCain,7.3,6
30000000,"Action, Crime, Thriller",45610,en,13.27,"1984 Private Defense Contractors, Apparatus Productions, GG Filmz, ITS Capital, MGP Productions, Merlina Entertainment, Moonlighting Films, Mpower Pictures, Relativity Media, Safady Entertainment, Virgin Produced",2011-09-23,2527904,129,Released,Hope is the greatest weapon of all,Machine Gun Preacher,6.4,286
50000000,"Action, Drama, Thriller",9770,en,3.31,"Arnold Kopelson Productions, Warner Bros.",1997-11-07,10541523,114,Released,One man will make a mistake. The other will make it a spectacle.,Mad City,5.9,81
0,"Documentary, Family",14358,en,0.77,Unknown,2005-05-13,0,105,Released,,Mad Hot Ballroom,7.2,8
400000,"Action, Adventure, Science Fiction, Thriller",9659,en,33.14,"Crossroads, Kennedy Miller Productions, Mad Max Films",1979-04-12,100000000,93,Released,The Maximum Force Of The Future,Mad Max,6.6,1213
2000000,"Action, Adventure, Science Fiction, Thriller",8810,en,37.12,Kennedy Miller Productions,1981-12-24,24600832,95,Released,"When all that's left is one last chance, pray that he's still out there ... somewhere!",Mad Max 2: The Road Warrior,7.3,957
12305523,"Action, Adventure, Science Fiction",9355,en,36.58,Kennedy Miller Productions,1985-06-29,36230219,107,Released,Two men enter. One man leaves.,Mad Max Beyond Thunderdome,5.9,748
150000000,"Action, Adventure, Science Fiction, Thriller",76341,en,434.28,"Kennedy Miller Productions, Village Roadshow Pictures, Warner Bros.",2015-05-13,378858340,120,Released,What a Lovely Day.,Mad Max: Fury Road,7.2,9427
0,"Action, Comedy, Crime",12085,en,6.85,"Millennium Films, verture Films",2008-01-17,0,104,Released,,Mad Money,5.9,140
0,Drama,13889,ja,2.93,"DENTSU Music And Entertainment, Daiei Motion Picture Company, Kurosawa Production Co., Tokuma Shoten",1993-04-17,0,134,Released,,Madadayo,7.5,20
75000000,"Animation, Family",953,en,48.11,"DreamWorks Animation, DreamWorks SKG, Pacific Data Images (PDI)",2005-05-25,532680671,86,Released,Someone's got a zoo loose.,Madagascar,6.6,3237
145000000,"Animation, Family",80321,en,44.99,DreamWorks Animation,2012-06-06,746921274,93,Released,"Six years ago, they disappeared without a trace. Next summer, they finally resurface.",Madagascar 3: Europe's Most Wanted,6.4,1808
150000000,"Animation, Family",10527,en,44.14,DreamWorks Animation,2008-10-30,603900354,89,Released,Still together. Still lost!,Madagascar: Escape 2 Africa,6.2,1810
5000000,"Action, Comedy, Thriller",15745,en,4.15,Artisan Entertainment,2001-07-13,5476060,94,Released,Welcome to disorganized crime.,Made,6.3,55
7200000,"Comedy, Drama, History",46138,en,6.14,"Audley Films LLP, BBC Films, BMS Finance, HanWay Films, Lipsync Productions, Number 9 Films, UK Film Council",2010-09-11,0,113,Released,"In the fight for equal rights, an ordinary woman achieves something extraordinary.",Made in Dagenham,6.6,94
40000000,"Comedy, Romance",10761,en,19.57,"Columbia Pictures, Original Film",2008-05-02,84601681,101,Released,He'll do anything to get the groom out of the picture.,Made of Honor,6.0,394
0,"Comedy, Crime, Drama",15670,en,3.11,"Lions Gate Films, Tyler Perry Company, The",2009-02-16,90508336,103,Released,,Madea Goes to Jail,6.4,52
6000000,"Comedy, Drama, Romance",16781,en,5.88,Lions Gate Films,2006-02-24,57231524,110,Released,,Madea's Family Reunion,6.0,77
0,"Comedy, Crime, Drama",103370,en,7.05,"Tyler Perry Company, The",2012-06-29,0,114,Released,"Believe it or not, they know too much.",Madea's Witness Protection,5.9,52
0,"Action, Adventure, Drama",38717,en,0.21,Unknown,2001-01-23,0,99,Released,A town's future is riding with one man.,Madison,5.3,3
4000000,Horror,287424,en,40.02,"Gold Star Films, Grindstone Entertainment Group, Lionsgate, Lotus Entertainment (I), Matt Baer Films, Silver Reel, Sly Predator",2015-05-08,187112,95,Released,Don't Get Bitten,Maggie,5.2,593
7000000,"Comedy, Drama",77930,en,35.9,"Extension 765, Iron Horse Entertainment (II)",2012-06-28,167221571,110,Released,Work all day. Work it all night.,Magic Mike,6.1,1040
14800000,"Comedy, Drama, Music",264999,en,29.66,"Iron Horse Entertainment (II), Warner Bros.",2015-07-01,122513057,115,Released,Back to the grind.,Magic Mike XXL,6.3,706
37000000,Drama,334,en,30.99,"Ghoulardi Film Company, New Line Cinema, The Magnolia Project",1999-12-08,48451803,188,Released,"Things fall down. People look up. And when it rains, it pours.",Magnolia,7.5,825
55000000,"Comedy, Drama, Romance",7303,en,19.74,Red Om Films,2002-12-13,154906693,105,Released,,Maid in Manhattan,5.6,485
3800000,"War, Western",29715,en,3.49,"Columbia Pictures Corporation, Jerry Bresler Productions",1965-04-07,14873,123,Released,,Major Dundee,6.2,38
11000000,Comedy,9942,en,7.56,"Mirage Enterprises, Paramount Pictures",1989-02-16,49797148,107,Released,A comedy with bats and balls.,Major League,6.6,217
34000000,"Drama, History",1883,en,19.82,"40 Acres & A Mule Filmworks, JVC Entertainment, Warner Bros.",1992-11-18,48169908,202,Released,,Malcolm X,7.2,370
180000000,"Action, Adventure, Family, Fantasy, Romance",102651,en,110.62,"Roth Films, Walt Disney Pictures, Walt Disney Studios Motion Pictures",2014-05-28,758539785,97,Released,Don't believe the fairy tale.,Maleficent,7.0,4496
450000,"Crime, Horror, Thriller",54702,en,1.08,Unknown,2004-09-10,0,90,Released,,Malevolence,4.9,14
0,"Comedy, Crime",13411,en,7.31,"Big Ticket Productions, Karz Entertainment, Warner Bros.",2003-04-10,0,86,Released,,Malibu's Most Wanted,4.7,77
6000000,"Comedy, Romance",2293,en,16.14,"Alphaville Films, Gramercy Pictures, View Askew Productions",1995-10-20,2122561,94,Released,They're not there to shop. They're not there to work. They're just there.,Mallrats,6.8,392
